title,datePosted,Year,is_IT,tech_python,tech_sql___databases,tech_java___.net,tech_cloud_(aws_azure_gcp),tech_machine_learning___ai,tech_cybersecurity,tech_devops___docker,tech_networking,tech_agile___scrum,tech_data_engineering,soft_teamwork,soft_client_facing,soft_communication,soft_adaptability,soft_critical_thinking,soft_leadership,soft_time_management,soft_attention_to_detail,soft_problem_solving,soft_creativity
CONDUCTOR/A DE TRAILER,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUXILIAR DE MEDICINA ESTÉTICA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUBJEFE/A DE TRÁFICO,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERAPEUTA OCUPACIONAL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARQUITECTOS/AS - ARQUITECTOS/AS TÉCNICOS/AS - INGENIEROS/AS OBRA CIVIL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASESOR/A FISCAL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LIMPIADOR/A,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE MANTENIMIENTO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPERARIOS/AS MECANIZADO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE CALIDAD Y MEDIOAMBIENTE JUNIOR,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPV GESTOR/A PUNTO DE VENTA - PERFUMERÍAS,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESTETICISTA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE SUPPLY CHAIN (SECTOR ENERGÍA),2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPERARIO/A DE ALMACÉN,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSABLE OPERACIONES,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TECNICO/A DE PRODUCCION,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENCARGADO/A DE MANTENIMIENTO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
OPERARIO/A EMPRESA DE METAL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPERARIO/A DE PRODUCCIÓN,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REBABADOR/A,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TÉCNICO/A DE SOPORTE N1 CAU,2024-04-08,2024,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROFESOR/A DE IDIOMAS,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANALISTA FUNCIONAL .NET,2024-04-08,2024,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CONTROLLER (JUNIOR),2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE I+D,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPERARIO/A MANUAL PRODUCCIÓN,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPERARIO/A DE LIMPIEZA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPERARIO/A VERIFICACIÓN,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMERCIAL SECTOR GRÁFICO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FRESADOR-A CONTROL NUMÉRICO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KEY ACCOUNT MANAGER,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADMINISTRATIVO/A CONTABLE,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
INGENIERO/A DE DESARROLLO DE PRODUCTO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE SELECCIÓN,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROGRAMADOR/A PLC,2024-04-08,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADMINISTRATIVO/A COMERCIAL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE AUTOMATIZACIÓN (PLC¿S),2024-04-08,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGENIERO/A MANUFACTURING Y PROCESOS,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGENIERO/A INDUSTRIAL / MECÁNICO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGENIERO/A DE DISEÑO MECÁNICO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE CLIMATIZACIÓN,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSABLE ADMINISTRACIÓN,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASESOR/A CONTABLE FISCAL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE MANTENIMIENTO ELÉCTRICO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELINEANTE CIVIL CON AUTOCAD,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPERARIOS/AS DE RECICLAJE,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMERCIAL INTERNO SUMINISTROS INDUSTRIALES (BACK OFFICE),2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENCARGADO/A DE OBRA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCINERO/A RESTAURANTE,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VIGILANTE DE SEGURIDAD SERVICIO ARMADO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OFICIAL/A ALBAÑIL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUPERVISOR/A DE MONTAJE,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GESTOR/A DE LIMPIEZA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIRECTOR/A COMPRAS/APROVISIONAMIENTO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VIGILANTE DE SEGURIDAD PARA CLÍNICA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPERARIO/A PRODUCCIÓN,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROJECT MANAGER DE DESARROLLO DE PRODUCTO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A SAT ZONA NORTE,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONTABLE Y AUXILIAR ADMINISTRATIVO/A,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OFICIAL/A MECANIZADO TORNO/FRESADORA CNC,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGENIERO/A DE INSTALACIONES FERROVIARIAS,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CARPINTERO/A METÁLICO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADMINISTRATIVA/O COMERCIAL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TÉCNICO/A DE MANTENIMIENTO SAT,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMERCIAL DE SUMINISTROS PARA OFICINA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TECNICO/A ADMINISTRATIVO/A,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARRETILLERO/A,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CADENA DE PRODUCCION PRODUCTOS ELECTRÓNICOS,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADMINISTRATIVO/A BANCARIO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TECNICO/A DE MANTENIMIENTO MECANICO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
COMERCIAL DE PRODUCTO SOFTWARE (ZONA NORTE),2024-04-08,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TECNICO/A FINANCIERO Y CONTABLE,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DEPENDIENTE/A,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
COMERCIAL EMPRESA INDUSTRIAL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OFICIAL/A DE MANTENIMIENTO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
PREPARADORES/AS DE PEDIDOS,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSABLE DE COMPRAS,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A PLANIFICACIÓN DE PRODUCCIÓN (POWERBI),2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MECÁNICO/A OFICIAL DE 1ª AUTOMOCIÓN,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COORDINADOR/A SERVICIO IT,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ADMINISTRATIVO/A TIEMPO PARCIAL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMERCIAL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RECURSO PREVENTIVO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OFICIAL/A CARPINTERÍA CON COCHE,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOCENTES PARA CAMPUS INFANTIL EN VERANO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMARERA/O DE PISOS,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE SELECCIÓN,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONITOR/A COMEDOR ESCOLAR,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GESTOR/GESTORA DE PUNTO DE VENTA - ALIMENTACIÓN,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VISITAS GUIADAS SIDRERÍA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASESOR/A COMERCIAL CANAL EMPRESAS - SECTOR AUTOMOCIÓN,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADMINISTRATIVO/A,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGENIERO/A ELÉCTRICO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADMINISTRATIVA/O RRHH,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
CAMARERO/A Y AYUDANTE/A DE COCINA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEFE/A OBRA TUNELES,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELINEANTE OBRA CIVIL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSABLE DE ADMINISTRACION / CONTROLLING / SISTEMAS IT,2024-04-08,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELECTRICISTA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LABORATORIO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TÉCNICO/A SAP MANTENIMIENTO DE DATOS,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUTRICIONISTA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RECURSO PREVENTIVO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AUX. ADMINISTRATIVO/A,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COORDINADOR/A SOPORTE TECNICO IT,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
TÉCNICO/A DE LABORATORIO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AYUDANTE/A DE COCINA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEPENDIENTE/A,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AUXILIAR ADMINISTRATIVA/O,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONDUCTOR/A MOZO/A MONTADOR MUDANZAS,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADMINISTRATIVO/A NIVEL ALTO DE INGLÉS,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEÓN/A MECANIZADO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELECTRICISTA INDUSTRIAL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GESTOR/A COMERCIAL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TECHNICAL WRITER,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ELECTRICISTA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PROGRAMADOR/A JAVA BACKEND,2024-04-08,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TECNICO/A SISTEMAS Y REDES IT,2024-04-08,2024,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
DEPENDIENTE/A PANADERIA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PREPARADOR/A DE PEDIDOS ALMACÉN,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADMINISTRATIVO/A CONTABLE,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENCARGADO/A DE LIMPIEZA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LIMPIADOR/A INDUSTRIAL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MECÁNICO/A DE COCHES (UNIDAD MÓVIL),2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUPERVISOR/A DE MONTAJE,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CONDUCTOR/A DE CAMIÓN,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALES ASSISTANT,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TÉCNICO/A ADMINISTRATIVO CON INGLÉS,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEFATURA DE MANTENIMIENTO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADMINISTRATIVO/A COMERCIAL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A CONTABLE,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSABLE LOGÍSTICO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUXILIAR ADMINISTRACIÓN,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CONSULTOR/A CON CONOCIMIENTOS EN GESTIÓN DE EMPRESAS,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE MANTENIMIENTO ELECTRICO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGENIERO/A INDUSTRIALIZADOR/A,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEFE/A DE TRÁFICO - TRANSPORTE DE PASAJEROS,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PODÓLOGO/A,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A FINANCIERO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
INGENIERO/A SUPERIOR (PLANIFICADOR/A DE SISTEMAS DE GESTIÓN DE PRODUCCIÓN),2024-04-08,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLDADOR/A DE MIG-MAG ESTAMPAC.,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEPENDIENTE/A,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE MANTENIMIENTO SECTOR EÓLICO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSABLE DE PRODUCCIÓN,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASESOR/A INMOBILIARIO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ADMINISTRATIVO/A COMERCIAL CON INGLÉS Y FRANCÉS,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYUDANTE/A DE CAMARERO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TÉCNICO/A DE SOPORTE IT,2024-04-08,2024,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
ENFERMERAS/OS TITULADOS EN ENFERMERÍA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEFE/A DE ALMACEN DE FERTILIZANTES,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FISIOTERAPEUTA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUXILIAR DE GERIATRÍA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANUFACTURING AND PROCESS DEVELOPMENT ENGINEER (PHOTOLITHOGRAPHY & ELECTROPLATING),2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEFE-A DE PRODUCCION,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE SISTEMAS,2024-04-08,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGENIERO/A ELECTRÓNICO/TELECOMUNICACIONES JUNIOR - DEPARTAMENTO DE PRUEBAS,2024-04-08,2024,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
VENDEDOR/A MUEBLES,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CONDUCTOR/A CAMIÓN Y CARRETILLA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE COMPRAS (RETAIL),2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ADMINISTRADOR/A SENIOR EN TECNOLOGÍAS MICROSOFT,2024-04-08,2024,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TÉCNICO/A PRL CALIDAD Y MMAA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VENDEDOR/A MUEBLES,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CAMARERA/O DE PISO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VENDEDOR/A MUEBLES,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
COMERCIAL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RECEPCIONISTA - HOTEL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TÉCNICO/A DEPILACIÓN LÁSER,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ARQUITECTO/A TÉCNICO/A,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPERARIO/A MANTENIMIENTO ELECTROMECÁNICO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONSULTOR/A DE NEGOCIO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE MANTENIMIENTO,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE PLANIFICACIÓN (POWERBI),2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENCARGADO/A DE ALMACÉN,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AYUDANTE/A DE COCINA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CONDUCTOR/A CAMIONES PESADOS,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONDUCTOR/A DE CAMIÓN,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PROYECTISTA MECÁNICO // CLIENTE FINAL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BARISTA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSABLE DE CALIDAD PLANTA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMARERO/A,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMARERO/A,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
INTEGRACIÓN SOCIAL,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMERCIAL PARA VENTA DE EQUIPOS PARA SECTOR DE LA LOGÍSTICA,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SOFTWARE DEVELOPER PL/SQL,2024-04-08,2024,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DECORADOR/A CON FRANCÉS,2024-04-08,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FRANTSESEKO IRAKASLEA,2024-04-04,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
